Shipment_ID,Date,Origin,Destination,Transport_Mode,Shipment_Volume_m3,Weight_kg,Distance_km,Expected_Time_days,Delivery_Time_days,Delay_days,Transportation_Cost,Fuel_Cost,Handling_Cost,Total_Cost,Customer_Rating,Delivery_Status
SHP0690,2026-01-22,Kolkata,Lucknow,Road,7.17,308.4,909.4,3.05,3.9,0.6,9286.12,2543.09,286.31,12115.52,4.51,Delayed
SHP0691,2026-02-23,Kolkata,Lucknow,Road,7.28,322.8,343.5,2.18,2.92,1.1,3007.91,1017.95,223.88,4249.74,4.52,Delayed
SHP0692,2026-05-29,Kolkata,Ahmedabad,Road,2.98,107.0,260.8,2.05,4.73,2.47,1755.73,445.93,154.94,2356.6,3.76,Delayed
SHP0693,2026-01-16,Delhi,Lucknow,Road,1.52,93.7,696.9,2.72,3.24,0.0,4528.01,1313.71,213.74,6055.46,5.0,On Time
SHP0694,2026-02-28,Kolkata,Hyderabad,Road,10.36,455.1,528.3,2.46,3.67,1.21,5552.08,1904.38,301.15,7757.6,4.72,Delayed
SHP0695,2026-01-31,Bengaluru,Ahmedabad,Road,7.83,610.3,976.7,3.15,7.0,2.94,11886.97,3932.4,267.98,16087.34,2.89,Delayed
SHP0696,2026-06-19,Mumbai,Jaipur,Rail,7.59,549.4,617.1,3.2,3.43,0.83,6017.01,1134.42,254.32,7405.75,4.2,Delayed
SHP0697,2026-02-01,Chennai,Lucknow,Road,2.43,201.7,742.7,2.79,5.49,2.45,5356.89,1826.82,135.03,7318.74,3.73,Delayed
SHP0698,2026-06-11,Bengaluru,Lucknow,Rail,14.88,531.6,226.3,2.6,3.01,0.0,2110.92,433.95,444.68,2989.56,4.75,On Time
SHP0699,2026-01-09,Bengaluru,Jaipur,Road,7.94,319.8,2218.2,5.06,6.94,1.57,18144.98,6968.47,244.5,25357.94,5.0,Delayed
SHP0700,2026-05-19,Kolkata,Lucknow,Road,6.74,274.1,584.2,2.55,3.31,0.83,4460.18,1502.81,201.84,6164.83,4.72,Delayed
SHP0701,2026-01-10,Delhi,Jaipur,Road,2.75,136.4,1022.9,3.22,3.12,0.0,6740.24,2066.51,153.7,8960.45,4.97,On Time
SHP0702,2026-01-17,Mumbai,Ahmedabad,Road,3.67,218.3,377.5,2.23,2.39,0.0,2767.85,993.75,115.95,3877.55,4.82,On Time
SHP0703,2026-03-09,Delhi,Hyderabad,Road,6.65,461.2,794.1,2.87,3.16,0.0,9398.98,3111.98,216.9,12727.86,4.83,On Time
SHP0704,2026-02-17,Mumbai,Jaipur,Road,6.85,413.6,278.7,2.08,3.91,1.62,3010.75,885.64,209.36,4105.75,4.12,Delayed
SHP0705,2026-06-29,Mumbai,Pune,Road,6.83,379.3,872.0,2.99,5.03,1.67,7947.04,2499.48,264.61,10711.13,4.12,Delayed
SHP0706,2026-04-21,Delhi,Jaipur,Sea,1.55,64.2,515.7,4.69,5.21,0.87,1401.88,340.85,124.27,1867.01,4.36,Delayed
SHP0707,2026-06-02,Bengaluru,Lucknow,Road,7.87,381.6,662.5,2.67,4.21,1.62,6558.9,2045.76,292.79,8897.46,4.01,Delayed
SHP0708,2026-05-03,Mumbai,Ahmedabad,Air,3.15,238.2,1023.2,2.25,2.31,0.39,17579.97,4574.77,225.7,22380.44,5.0,On Time
SHP0709,2026-05-29,Delhi,Bengaluru,Road,5.1,415.3,291.7,2.1,3.97,2.0,3327.99,1083.89,239.2,4651.07,4.38,Delayed
SHP0710,2026-04-11,Mumbai,Ahmedabad,Rail,9.09,666.5,416.6,2.89,3.8,0.56,4047.06,927.36,276.07,5250.48,4.78,Delayed
SHP0711,2026-04-12,Chennai,Bengaluru,Air,4.84,260.7,875.0,2.02,2.67,0.61,15262.84,3860.0,212.08,19334.92,4.2,Delayed
SHP0712,2026-03-06,Bengaluru,Jaipur,Rail,9.84,365.4,2542.3,6.16,8.16,1.08,17487.13,3624.07,243.78,21354.98,4.59,Delayed
SHP0713,2026-02-20,Kolkata,Hyderabad,Road,21.05,948.1,594.2,2.56,4.12,1.48,9823.23,3616.36,494.13,13933.73,4.73,Delayed
SHP0714,2026-02-05,Mumbai,Pune,Road,10.02,403.5,954.5,3.12,3.52,0.38,9121.4,3259.4,270.21,12651.01,5.0,On Time
SHP0715,2026-03-22,Chennai,Ahmedabad,Road,6.61,339.5,606.3,2.58,4.4,1.78,5439.31,1687.06,263.23,7389.6,4.28,Delayed
SHP0716,2026-05-07,Kolkata,Lucknow,Sea,3.63,203.8,2297.2,7.43,7.43,0.22,10029.49,1873.06,275.31,12177.87,5.0,On Time
SHP0717,2026-03-29,Kolkata,Bengaluru,Air,7.41,539.8,208.8,1.0,0.98,0.0,6565.77,1554.54,270.95,8391.26,5.0,On Time
SHP0718,2026-04-14,Mumbai,Lucknow,Sea,4.72,181.4,691.2,4.96,6.6,1.24,2868.88,598.62,135.28,3602.78,4.54,Delayed
SHP0719,2026-01-15,Delhi,Hyderabad,Road,16.75,682.6,226.0,2.0,2.75,0.71,3148.09,900.97,408.77,4457.83,4.37,Delayed
SHP0720,2026-04-06,Mumbai,Bengaluru,Rail,7.31,497.5,127.4,2.45,2.26,0.1,991.0,288.93,255.83,1535.76,5.0,On Time
SHP0721,2026-06-16,Chennai,Ahmedabad,Sea,4.92,243.4,788.7,5.11,6.23,1.44,3447.31,674.7,211.56,4333.57,4.67,Delayed
SHP0722,2026-05-03,Kolkata,Jaipur,Road,4.12,208.3,711.7,2.74,2.78,0.19,5756.71,1898.59,168.66,7823.96,4.69,On Time
SHP0723,2026-01-01,Mumbai,Lucknow,Road,4.66,211.6,540.1,2.48,3.11,0.6,4667.73,1137.23,212.38,6017.34,4.37,Delayed
SHP0724,2026-05-31,Delhi,Hyderabad,Rail,2.58,95.0,606.6,3.18,5.55,1.95,2322.89,631.22,122.94,3077.05,3.96,Delayed
SHP0725,2026-05-02,Mumbai,Ahmedabad,Rail,9.55,449.0,3000.0,6.87,9.29,2.89,20707.62,5178.44,258.87,26144.93,3.33,Delayed
SHP0726,2026-06-16,Bengaluru,Ahmedabad,Air,1.47,71.1,549.6,1.52,3.53,2.12,7519.67,1596.61,169.04,9285.31,4.06,Delayed
SHP0727,2026-05-06,Delhi,Ahmedabad,Road,4.18,326.8,905.6,3.04,3.61,0.52,9177.32,2910.1,159.78,12247.2,4.56,Delayed
SHP0728,2026-02-26,Chennai,Ahmedabad,Air,4.09,314.4,426.2,1.33,2.47,1.78,9739.49,2670.81,212.43,12622.74,4.62,Delayed
SHP0729,2026-03-22,Kolkata,Bengaluru,Road,4.23,281.8,787.5,2.86,2.57,0.0,7175.93,2043.84,148.14,9367.91,4.55,On Time
SHP0730,2026-06-11,Mumbai,Ahmedabad,Road,5.6,447.2,556.8,2.51,2.27,0.0,6865.82,2047.31,282.55,9195.68,5.0,On Time
SHP0731,2026-06-18,Delhi,Lucknow,Road,5.83,243.8,497.8,2.42,2.14,0.0,4088.05,1260.85,197.77,5546.67,4.73,On Time
SHP0732,2026-03-14,Bengaluru,Hyderabad,Air,9.01,382.1,2120.2,3.94,7.03,3.02,54387.45,14790.94,274.31,69452.7,2.71,Delayed
SHP0733,2026-05-21,Delhi,Bengaluru,Rail,9.68,682.5,1397.1,4.4,4.34,0.0,15656.67,3285.22,305.75,19247.64,5.0,On Time
SHP0734,2026-03-11,Bengaluru,Ahmedabad,Road,12.11,477.4,710.4,2.74,3.22,0.67,8892.15,2583.81,318.27,11794.23,4.54,Delayed
SHP0735,2026-01-06,Chennai,Pune,Road,3.86,266.8,145.4,1.87,2.02,0.0,1182.27,376.4,194.55,1753.21,4.61,On Time
SHP0736,2026-03-25,Kolkata,Pune,Air,5.81,345.6,514.0,1.47,3.31,1.25,10546.44,2928.36,244.77,13719.57,3.73,Delayed
SHP0737,2026-02-21,Chennai,Hyderabad,Road,4.51,282.0,3000.0,6.27,8.06,1.22,26524.99,8962.64,234.75,35722.39,4.32,Delayed
SHP0738,2026-01-03,Mumbai,Jaipur,Air,5.6,311.7,559.5,1.54,0.86,0.0,11622.76,2835.31,248.44,14706.52,5.0,On Time
SHP0739,2026-03-22,Delhi,Jaipur,Road,6.25,388.9,1331.5,3.7,5.14,1.24,14929.4,3797.07,226.52,18952.98,4.52,Delayed
SHP0740,2026-03-04,Bengaluru,Bengaluru,Road,2.62,132.0,1659.4,4.2,4.31,0.17,9871.67,3316.5,161.96,13350.13,4.93,On Time
SHP0741,2026-02-18,Bengaluru,Bengaluru,Road,2.05,110.5,749.4,2.8,2.86,0.0,4426.94,1452.41,239.07,6118.41,5.0,On Time
SHP0742,2026-03-17,Delhi,Bengaluru,Road,5.35,192.6,376.1,2.23,2.09,0.0,2972.58,766.8,249.58,3988.96,4.99,On Time
SHP0743,2026-04-22,Delhi,Jaipur,Rail,5.92,459.3,133.5,2.46,2.5,0.0,945.14,246.49,194.33,1385.96,4.5,On Time
SHP0744,2026-06-24,Mumbai,Pune,Road,7.07,495.0,1014.0,3.21,4.24,0.98,11458.1,4249.76,250.68,15958.54,3.96,Delayed
SHP0745,2026-04-19,Chennai,Jaipur,Road,6.89,536.4,382.7,2.24,2.04,0.0,4619.26,1377.44,232.3,6229.0,4.93,On Time
SHP0746,2026-03-06,Bengaluru,Lucknow,Air,4.35,197.7,728.9,1.8,1.48,0.0,12941.33,3474.34,193.59,16609.26,4.94,On Time
SHP0747,2026-03-22,Mumbai,Ahmedabad,Road,4.69,364.2,288.5,2.09,2.73,0.8,2628.12,948.88,161.36,3738.36,4.86,Delayed
SHP0748,2026-01-15,Chennai,Bengaluru,Road,6.9,271.9,547.1,2.49,2.83,0.26,5109.48,1413.86,229.83,6753.17,5.0,On Time
SHP0749,2026-04-10,Mumbai,Pune,Sea,6.45,319.5,664.4,4.92,7.67,2.54,3213.25,804.26,299.51,4317.02,3.81,Delayed
SHP0750,2026-02-01,Bengaluru,Hyderabad,Rail,5.5,269.0,774.0,3.44,6.12,2.38,5057.46,1172.41,239.19,6469.07,3.59,Delayed
SHP0751,2026-04-06,Delhi,Hyderabad,Road,8.43,401.7,314.9,2.13,1.96,0.0,3269.97,1009.97,184.53,4464.47,4.52,On Time
SHP0752,2026-05-08,Delhi,Ahmedabad,Sea,3.32,225.0,1415.1,6.08,7.28,1.11,5596.03,1300.15,222.26,7118.44,4.54,Delayed
SHP0753,2026-05-26,Chennai,Pune,Rail,9.72,641.2,441.0,2.93,4.56,1.3,3894.47,1111.16,333.14,5338.77,4.47,Delayed
SHP0754,2026-04-23,Kolkata,Jaipur,Road,11.02,644.3,218.9,1.99,2.6,0.2,2691.47,992.64,305.77,3989.87,4.05,On Time
SHP0755,2026-03-24,Chennai,Jaipur,Road,9.7,451.3,605.5,2.58,2.56,0.0,6820.88,2350.7,319.71,9491.29,4.71,On Time
SHP0756,2026-02-12,Kolkata,Lucknow,Air,9.22,600.4,664.7,1.7,2.16,0.54,18383.89,5345.89,255.93,23985.71,4.46,Delayed
SHP0757,2026-04-26,Mumbai,Lucknow,Rail,1.78,128.3,721.5,3.36,3.8,0.38,3185.77,711.18,135.56,4032.51,4.83,On Time
SHP0758,2026-06-12,Mumbai,Jaipur,Road,18.21,661.7,1575.5,4.07,4.84,1.16,22865.96,6475.83,500.26,29842.04,4.08,Delayed
SHP0759,2026-03-19,Bengaluru,Hyderabad,Air,5.28,427.1,557.4,1.53,2.46,0.99,13088.98,3235.87,205.44,16530.29,4.44,Delayed
SHP0760,2026-02-27,Kolkata,Bengaluru,Air,5.81,233.7,601.4,1.6,1.86,0.0,10222.87,2534.06,159.05,12915.99,4.93,On Time
SHP0761,2026-02-02,Bengaluru,Hyderabad,Road,5.39,219.0,317.3,2.14,2.36,0.0,2649.64,835.96,214.79,3700.39,4.94,On Time
SHP0762,2026-01-14,Delhi,Lucknow,Road,13.16,785.3,1108.0,3.35,4.17,0.91,19615.41,5941.13,354.1,25910.64,4.25,Delayed
SHP0763,2026-06-11,Kolkata,Ahmedabad,Road,7.67,541.2,732.7,2.78,4.04,1.19,8263.13,3008.92,299.98,11572.03,4.12,Delayed
SHP0764,2026-05-12,Chennai,Jaipur,Rail,4.51,314.4,494.7,3.01,2.72,0.0,2901.78,784.21,201.61,3887.6,4.62,On Time
SHP0765,2026-02-28,Delhi,Lucknow,Road,2.95,127.2,188.5,1.94,3.91,1.73,1362.89,402.02,158.29,1923.2,4.18,Delayed
SHP0766,2026-06-06,Delhi,Lucknow,Rail,15.16,680.2,1662.1,4.81,4.78,0.0,14854.58,4103.58,429.44,19387.6,5.0,On Time
SHP0767,2026-03-24,Chennai,Bengaluru,Air,4.03,164.5,292.7,1.13,1.03,0.0,5269.49,1372.03,196.85,6838.37,4.73,On Time
SHP0768,2026-05-14,Delhi,Jaipur,Air,7.42,275.0,442.6,1.36,1.52,0.29,7720.85,2238.15,227.38,10186.37,5.0,On Time
SHP0769,2026-05-01,Kolkata,Bengaluru,Road,7.25,314.2,820.5,2.91,3.05,0.16,8228.99,2617.36,290.89,11137.24,4.8,On Time
SHP0770,2026-06-26,Bengaluru,Jaipur,Air,3.14,216.9,298.6,1.13,0.98,0.0,5093.14,1494.17,183.36,6770.67,5.0,On Time
SHP0771,2026-06-17,Delhi,Bengaluru,Road,4.86,305.8,246.2,2.03,4.93,2.67,2471.92,636.41,207.6,3315.92,3.31,Delayed
SHP0772,2026-03-24,Kolkata,Hyderabad,Air,8.73,342.6,163.4,1.0,0.86,0.0,3442.24,987.57,283.31,4713.12,4.29,On Time
SHP0773,2026-01-27,Mumbai,Ahmedabad,Road,4.64,302.0,1038.6,3.25,7.05,3.24,9724.92,2905.12,165.97,12796.01,3.36,Delayed
SHP0774,2026-03-21,Kolkata,Ahmedabad,Road,5.44,413.1,456.0,2.35,4.1,1.24,4358.56,1342.63,199.39,5900.58,4.41,Delayed
SHP0775,2026-05-14,Bengaluru,Jaipur,Air,18.63,801.2,3000.0,5.29,6.42,1.44,104600.87,31843.59,455.47,136899.93,4.22,Delayed
SHP0776,2026-01-13,Kolkata,Pune,Road,2.43,131.8,340.6,2.17,3.47,1.28,2387.42,628.07,156.93,3172.43,4.07,Delayed
SHP0777,2026-03-05,Chennai,Lucknow,Road,10.08,377.1,357.1,2.2,5.3,3.33,3635.06,967.59,345.89,4948.54,3.16,Delayed
SHP0778,2026-05-27,Bengaluru,Lucknow,Rail,3.71,165.7,450.1,2.94,2.83,0.0,2435.7,585.2,194.45,3215.35,4.82,On Time
SHP0779,2026-03-21,Mumbai,Jaipur,Rail,1.65,122.7,761.3,3.42,4.12,0.0,3350.16,820.64,179.63,4350.43,4.89,On Time
SHP0780,2026-05-03,Chennai,Bengaluru,Rail,15.63,575.4,478.8,2.99,2.88,0.0,4693.87,1178.38,401.68,6273.92,5.0,On Time
SHP0781,2026-02-12,Kolkata,Pune,Rail,6.39,395.8,967.8,3.74,4.45,0.58,6889.92,1776.93,271.93,8938.78,4.74,Delayed
SHP0782,2026-03-30,Bengaluru,Hyderabad,Road,2.04,117.1,344.1,2.18,2.37,0.0,2442.54,619.83,170.58,3232.94,5.0,On Time
SHP0783,2026-05-28,Mumbai,Bengaluru,Road,5.63,305.6,264.8,2.06,2.53,0.82,2670.0,740.8,221.9,3632.7,4.47,Delayed
SHP0784,2026-04-05,Chennai,Bengaluru,Road,2.47,193.0,202.0,1.96,4.15,2.49,1444.68,477.6,164.06,2086.33,3.51,Delayed
SHP0785,2026-06-21,Mumbai,Jaipur,Road,6.22,312.1,153.2,1.89,2.41,0.95,1535.53,491.3,198.64,2225.46,4.07,Delayed
SHP0786,2026-05-31,Kolkata,Jaipur,Sea,7.05,504.8,464.2,4.61,4.56,0.26,3171.6,603.4,264.72,4039.72,4.73,On Time
SHP0787,2026-01-02,Mumbai,Lucknow,Rail,8.77,476.5,534.5,3.07,2.07,0.0,3986.36,1161.78,276.53,5424.67,3.84,On Time
SHP0788,2026-04-30,Delhi,Jaipur,Road,4.76,270.2,431.2,2.31,4.2,1.7,3805.63,1271.86,188.07,5265.57,3.86,Delayed
SHP0789,2026-01-22,Chennai,Jaipur,Road,14.38,590.3,1458.5,3.89,4.61,0.0,17251.92,6367.45,417.61,24036.98,4.97,On Time
SHP0790,2026-04-25,Mumbai,Jaipur,Sea,17.69,711.9,1444.0,6.12,8.57,2.4,12299.0,2897.05,394.68,15590.73,3.88,Delayed
SHP0791,2026-02-26,Kolkata,Lucknow,Road,7.36,509.5,522.9,2.45,4.69,2.73,5792.57,1908.64,237.78,7938.98,3.4,Delayed
SHP0792,2026-03-13,Kolkata,Hyderabad,Rail,4.34,242.9,202.5,2.56,3.14,0.81,1031.79,309.81,234.09,1575.68,4.68,Delayed
SHP0793,2026-01-07,Mumbai,Hyderabad,Road,5.72,318.2,449.7,2.34,2.97,0.79,4065.84,1358.5,234.0,5658.35,3.8,Delayed
SHP0794,2026-04-29,Kolkata,Jaipur,Rail,11.36,787.4,440.1,2.93,4.15,1.58,4986.64,1048.76,322.75,6358.15,4.11,Delayed
SHP0795,2026-04-24,Bengaluru,Lucknow,Road,7.0,282.6,424.0,2.3,4.5,1.89,4026.38,1273.55,254.83,5554.76,3.37,Delayed
SHP0796,2026-01-16,Bengaluru,Hyderabad,Air,11.13,477.3,413.0,1.31,1.59,0.0,12179.19,2968.85,326.59,15474.63,4.58,On Time
SHP0797,2026-03-24,Bengaluru,Bengaluru,Sea,3.23,215.0,425.1,4.55,4.17,0.02,1719.0,370.42,125.14,2214.56,4.92,On Time
SHP0798,2026-06-28,Delhi,Hyderabad,Rail,10.59,592.6,505.6,3.03,3.28,0.0,4149.68,1163.17,298.35,5611.21,5.0,On Time
SHP0799,2026-03-13,Mumbai,Hyderabad,Rail,2.73,199.3,430.0,2.91,4.41,0.96,2389.5,474.53,225.7,3089.73,4.6,Delayed
SHP0800,2026-05-04,Delhi,Lucknow,Sea,7.2,326.5,744.3,5.05,6.93,1.22,3742.96,798.4,226.53,4767.9,4.34,Delayed
SHP0801,2026-04-23,Kolkata,Bengaluru,Rail,6.52,467.9,821.6,3.51,4.52,0.0,6432.43,1744.44,226.27,8403.15,4.99,On Time
SHP0802,2026-01-12,Delhi,Lucknow,Road,24.32,875.5,359.6,2.2,2.23,0.34,5932.16,1697.27,538.74,8168.17,4.56,On Time
SHP0803,2026-05-06,Kolkata,Jaipur,Rail,9.59,391.6,1485.0,4.53,5.52,0.0,10647.58,2398.39,289.59,13335.55,4.81,On Time
SHP0804,2026-02-22,Kolkata,Ahmedabad,Rail,5.35,293.3,343.8,2.78,2.65,0.0,2043.31,432.15,195.92,2671.37,5.0,On Time
SHP0805,2026-03-16,Chennai,Hyderabad,Road,5.95,280.1,227.1,2.0,3.14,1.35,2100.84,589.79,244.2,2934.83,3.77,Delayed
SHP0806,2026-05-13,Bengaluru,Ahmedabad,Rail,15.37,578.3,832.5,3.53,3.65,0.0,7599.72,1973.61,403.61,9976.94,5.0,On Time
SHP0807,2026-01-27,Kolkata,Lucknow,Sea,9.32,446.8,382.1,4.49,4.53,0.25,2443.86,540.91,314.88,3299.65,4.73,On Time
SHP0808,2026-05-20,Chennai,Lucknow,Sea,7.39,499.3,801.0,5.13,5.27,0.0,5070.02,1265.38,216.15,6551.55,5.0,On Time
SHP0809,2026-05-25,Bengaluru,Lucknow,Road,13.67,757.2,136.3,1.86,2.38,0.99,1990.12,697.11,354.23,3041.47,4.79,Delayed
SHP0810,2026-05-14,Kolkata,Ahmedabad,Road,9.08,356.4,1606.9,4.12,5.59,1.56,17094.67,4511.26,275.6,21881.53,3.56,Delayed
SHP0811,2026-04-07,Kolkata,Lucknow,Sea,9.57,429.1,1006.2,5.45,5.9,0.0,5845.89,1437.5,308.24,7591.63,4.8,On Time
SHP0812,2026-01-05,Delhi,Jaipur,Air,6.23,277.8,245.1,1.05,1.39,0.36,4532.38,1408.08,204.29,6144.76,4.5,On Time
SHP0813,2026-02-26,Delhi,Lucknow,Road,5.42,209.7,248.6,2.03,3.06,0.98,1970.72,591.25,249.69,2811.66,3.83,Delayed
SHP0814,2026-06-05,Bengaluru,Pune,Sea,6.22,236.4,1927.4,6.87,7.57,0.54,7942.94,1878.4,273.45,10094.8,4.34,Delayed
SHP0815,2026-03-19,Kolkata,Ahmedabad,Air,1.36,51.0,402.5,1.29,1.7,0.0,5407.54,1420.17,109.94,6937.64,5.0,On Time
SHP0816,2026-03-10,Mumbai,Pune,Road,6.29,465.2,377.9,2.23,4.26,2.61,4252.42,1428.4,216.01,5896.83,3.78,Delayed
SHP0817,2026-04-28,Delhi,Lucknow,Rail,9.08,438.5,149.0,2.48,2.68,0.0,1199.61,265.53,264.83,1729.97,5.0,On Time
SHP0818,2026-04-30,Bengaluru,Jaipur,Road,10.96,459.7,517.5,2.45,3.06,0.7,5279.56,1941.48,409.46,7630.49,4.9,Delayed
SHP0819,2026-02-28,Kolkata,Hyderabad,Road,4.84,200.8,560.6,2.51,4.38,1.81,4138.55,1103.71,192.1,5434.36,3.74,Delayed
SHP0820,2026-02-02,Kolkata,Bengaluru,Road,5.19,239.0,1034.9,3.24,7.94,4.33,9379.67,2466.25,272.1,12118.02,2.49,Delayed
SHP0821,2026-03-03,Mumbai,Bengaluru,Air,3.43,234.1,261.8,1.08,0.66,0.0,5188.14,1243.62,137.49,6569.25,5.0,On Time
SHP0822,2026-02-19,Bengaluru,Lucknow,Road,15.46,624.5,242.0,2.02,2.92,1.25,3038.19,940.24,363.66,4342.09,4.47,Delayed
SHP0823,2026-04-22,Kolkata,Jaipur,Road,9.02,383.3,871.4,2.99,2.41,0.09,8413.58,2359.46,258.25,11031.28,4.75,On Time
SHP0824,2026-01-19,Delhi,Ahmedabad,Road,4.74,354.1,1250.6,3.57,3.64,0.26,11730.06,3361.04,175.67,15266.77,4.33,On Time
SHP0825,2026-05-03,Mumbai,Pune,Road,10.2,525.0,234.1,2.01,2.56,0.08,2968.88,940.67,294.17,4203.72,5.0,On Time
SHP0826,2026-02-16,Bengaluru,Pune,Sea,3.47,234.6,1312.9,5.92,5.88,0.0,5928.21,1313.54,157.63,7399.38,4.95,On Time
SHP0827,2026-06-16,Mumbai,Pune,Road,7.36,423.2,666.1,2.67,2.96,0.76,7605.65,2559.04,223.86,10388.55,4.47,Delayed
SHP0828,2026-02-02,Delhi,Ahmedabad,Road,11.52,937.4,1321.7,3.68,3.51,0.0,24082.69,7336.88,367.9,31787.48,5.0,On Time
SHP0829,2026-05-21,Bengaluru,Bengaluru,Rail,12.49,678.5,621.0,3.21,4.18,1.5,6696.59,1585.42,387.62,8669.63,4.09,Delayed
SHP0830,2026-03-25,Mumbai,Jaipur,Road,8.73,419.6,126.2,1.84,2.31,0.86,1332.14,475.73,310.29,2118.16,4.57,Delayed
SHP0831,2026-05-15,Chennai,Ahmedabad,Road,7.93,361.9,588.9,2.56,3.91,1.22,5299.0,1620.45,281.09,7200.55,4.78,Delayed
SHP0832,2026-03-20,Delhi,Pune,Road,10.35,457.4,1294.7,3.64,3.56,0.33,14813.78,4849.2,309.47,19972.44,4.77,On Time
SHP0833,2026-01-14,Delhi,Lucknow,Road,18.52,729.8,363.6,2.21,3.03,0.43,6122.18,1887.77,436.02,8445.97,4.36,On Time
SHP0834,2026-05-27,Delhi,Hyderabad,Road,10.84,701.7,505.1,2.43,3.49,1.09,7993.39,2076.17,281.76,10351.32,4.35,Delayed
SHP0835,2026-05-08,Chennai,Ahmedabad,Road,11.09,796.6,579.7,2.54,2.57,0.0,9539.26,3304.82,332.41,13176.49,4.84,On Time
SHP0836,2026-02-23,Chennai,Ahmedabad,Road,10.14,395.7,98.7,1.8,2.15,0.44,1060.69,347.69,261.46,1669.84,5.0,On Time
SHP0837,2026-05-28,Kolkata,Jaipur,Sea,1.03,70.7,1926.3,6.86,7.62,0.49,6391.27,1030.81,103.67,7525.75,5.0,On Time
SHP0838,2026-01-29,Mumbai,Jaipur,Road,24.88,901.5,361.8,2.21,2.48,0.0,6279.79,1792.43,608.14,8680.36,5.0,On Time
SHP0839,2026-01-24,Kolkata,Ahmedabad,Rail,5.34,209.4,903.0,3.64,3.76,0.0,4630.25,983.42,282.56,5896.23,4.55,On Time
SHP0840,2026-03-23,Mumbai,Pune,Rail,10.41,520.3,614.4,3.2,5.28,1.89,5788.09,1207.4,321.2,7316.69,3.53,Delayed
SHP0841,2026-03-04,Chennai,Hyderabad,Road,1.99,71.9,1472.1,3.91,3.95,0.11,9147.1,2457.95,194.58,11799.63,4.94,On Time
SHP0842,2026-04-15,Chennai,Jaipur,Rail,4.74,349.8,846.3,3.55,5.46,1.71,5468.6,1388.22,196.77,7053.59,4.18,Delayed
SHP0843,2026-02-26,Kolkata,Pune,Road,4.77,282.9,558.0,2.51,4.26,1.87,4842.04,1390.11,158.99,6391.14,3.84,Delayed
SHP0844,2026-05-16,Bengaluru,Lucknow,Sea,17.72,797.6,363.6,4.46,4.46,0.0,3039.25,788.76,460.3,4288.31,4.83,On Time
SHP0845,2026-03-03,Kolkata,Jaipur,Road,7.44,422.6,1091.8,3.33,3.23,0.0,10763.77,3511.36,273.81,14548.93,4.79,On Time
SHP0846,2026-06-06,Mumbai,Pune,Road,9.34,347.7,192.3,1.95,5.15,3.36,2067.75,496.48,290.56,2854.8,3.14,Delayed
SHP0847,2026-01-17,Kolkata,Pune,Road,5.86,449.2,989.1,3.17,5.48,2.55,10774.33,3232.4,217.04,14223.77,2.76,Delayed
SHP0848,2026-03-07,Delhi,Hyderabad,Sea,0.73,35.2,318.2,4.39,5.07,0.52,949.37,179.29,166.84,1295.5,4.33,Delayed
SHP0849,2026-01-06,Mumbai,Hyderabad,Road,4.96,231.2,1467.0,3.91,5.42,1.06,10874.16,3466.51,174.8,14515.47,4.2,Delayed
SHP0850,2026-02-27,Mumbai,Lucknow,Rail,5.7,254.0,721.8,3.36,3.77,0.0,4227.72,925.52,195.54,5348.78,5.0,On Time
SHP0851,2026-03-10,Bengaluru,Pune,Road,7.87,489.4,988.0,3.17,3.96,1.23,10262.4,3223.99,226.46,13712.85,4.04,Delayed
SHP0852,2026-06-05,Chennai,Bengaluru,Rail,3.21,180.2,685.6,3.3,3.76,0.0,3682.99,889.04,180.81,4752.84,5.0,On Time
SHP0853,2026-03-03,Mumbai,Pune,Road,9.84,386.0,208.1,1.97,1.86,0.0,2171.68,758.43,259.07,3189.19,5.0,On Time
SHP0854,2026-06-18,Chennai,Hyderabad,Air,4.96,328.2,371.5,1.25,1.46,0.0,8248.66,2041.09,185.36,10475.11,5.0,On Time
SHP0855,2026-03-23,Kolkata,Bengaluru,Road,6.04,239.2,1006.3,3.2,3.7,0.82,7296.54,2395.68,203.95,9896.16,4.99,Delayed
SHP0856,2026-06-18,Delhi,Jaipur,Road,5.23,249.2,724.4,2.76,2.81,0.0,5573.79,1887.07,205.08,7665.94,4.98,On Time
SHP0857,2026-06-26,Bengaluru,Jaipur,Road,7.9,326.4,1400.5,3.8,4.65,0.73,11795.4,4308.0,210.1,16313.5,4.43,Delayed
SHP0858,2026-06-26,Chennai,Ahmedabad,Road,2.07,88.3,844.8,2.95,2.43,0.0,4772.61,1425.3,160.25,6358.17,4.77,On Time
SHP0859,2026-03-12,Mumbai,Hyderabad,Rail,8.1,529.0,346.8,2.78,3.0,0.0,3051.96,812.94,309.54,4174.44,4.92,On Time
SHP0860,2026-05-11,Chennai,Ahmedabad,Road,4.4,208.4,387.4,2.25,4.37,1.65,3023.35,915.23,203.91,4142.49,3.94,Delayed
SHP0861,2026-01-10,Mumbai,Bengaluru,Air,7.61,293.9,695.0,1.74,2.48,0.8,14575.17,3738.84,310.86,18624.87,4.76,Delayed
SHP0862,2026-04-08,Chennai,Hyderabad,Road,14.79,781.7,144.4,1.87,3.14,0.79,2329.06,764.86,432.83,3526.75,4.71,Delayed
